epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,40.9923210144043,5.258843898773193,36.14372253417969,4.798783779144287
1,37.37822341918945,4.947796821594238,28.408653259277344,4.075565814971924
2,24.543306350708008,3.388699769973755,19.773252487182617,2.8916397094726562
3,20.363290786743164,2.8255934715270996,17.62855339050293,2.6277763843536377
4,18.839082717895508,2.6926095485687256,16.519948959350586,2.496519088745117
5,17.377635955810547,2.5009799003601074,15.022705078125,2.2865400314331055
6,14.994405746459961,2.1985223293304443,12.881278038024902,1.9263883829116821
7,11.968720436096191,1.7139602899551392,10.329031944274902,1.3882744312286377
8,9.561838150024414,1.2185430526733398,9.262213706970215,1.1976051330566406
9,8.750997543334961,1.1042852401733398,8.842815399169922,1.1758793592453003
10,8.260138511657715,1.0257478952407837,8.44541072845459,1.1201348304748535
11,7.962610244750977,0.9843032956123352,8.503434181213379,1.1911754608154297
12,7.970538139343262,1.037925362586975,8.101258277893066,1.1138023138046265
13,7.54753303527832,0.9689876437187195,7.8660993576049805,1.1178559064865112
14,7.254633903503418,0.9446918964385986,7.704680919647217,1.1107323169708252
15,7.2117533683776855,0.9462288618087769,7.607988357543945,1.1055585145950317
16,6.949435710906982,0.929969847202301,7.286186695098877,1.0566531419754028
17,6.823720932006836,0.9443832635879517,7.245972633361816,1.0696907043457031
18,6.586237907409668,0.8973765969276428,6.9586076736450195,1.033742904663086
19,6.429444789886475,0.8833616375923157,6.985411643981934,1.062936782836914
20,6.365095615386963,0.912860095500946,6.719223976135254,1.0191606283187866
21,6.3321051597595215,0.9364610314369202,6.527835845947266,1.012579083442688
22,6.105929374694824,0.9078280329704285,6.397115230560303,1.001288890838623
23,5.952467918395996,0.886654794216156,6.368760585784912,1.0113630294799805
24,5.783803939819336,0.8658201694488525,6.288856029510498,1.0180565118789673
25,5.735270023345947,0.8732801675796509,6.279045104980469,1.0290112495422363
26,5.604300022125244,0.8664831519126892,6.131624698638916,1.0117334127426147
27,5.6696248054504395,0.888553261756897,5.811013698577881,0.9501048922538757
28,5.498891830444336,0.8867632746696472,5.765410900115967,0.9630275368690491
29,5.35483980178833,0.8493638038635254,5.8293914794921875,0.9879776835441589
30,5.281461238861084,0.8432775139808655,5.725869178771973,0.9612178802490234
31,5.251842021942139,0.8629806637763977,5.768167972564697,1.007030725479126
32,5.196273326873779,0.8589386940002441,5.571673393249512,0.9588176608085632
33,5.15346097946167,0.8741000294685364,5.522204399108887,0.9541643261909485
34,5.08209753036499,0.8578624725341797,5.447267532348633,0.9479421973228455
35,5.026865482330322,0.8538067936897278,5.353761672973633,0.9221587181091309
36,4.932432174682617,0.8195898532867432,5.3384785652160645,0.9371259808540344
37,4.950192451477051,0.8391646146774292,5.290753364562988,0.9302449822425842
38,4.972450256347656,0.845745325088501,5.258786201477051,0.9203620553016663
39,4.895456314086914,0.8447437882423401,5.267343521118164,0.9339659810066223
40,4.797632217407227,0.8161019086837769,5.289934158325195,0.9477437138557434
41,4.866641044616699,0.8478938937187195,5.125448226928711,0.9066192507743835
42,4.82816219329834,0.8466508984565735,5.246504306793213,0.9716739654541016
43,4.747087478637695,0.8224496245384216,5.07573938369751,0.9197386503219604
44,4.682725429534912,0.8100970387458801,5.23701810836792,0.9672831296920776
45,4.669488430023193,0.8153795003890991,5.015405178070068,0.9182993769645691
46,4.613752841949463,0.7999524474143982,5.001411437988281,0.9174057841300964
47,4.66130256652832,0.8381056785583496,4.962254524230957,0.9057347774505615
48,4.58786153793335,0.8165996074676514,4.918267726898193,0.9020086526870728
49,4.599446773529053,0.8368393182754517,4.956336975097656,0.9229176044464111
50,4.578187942504883,0.8235412836074829,4.8560471534729,0.8974428176879883
51,4.5386552810668945,0.8099768161773682,4.882919788360596,0.9034647345542908
52,4.5008111000061035,0.8220072984695435,4.846456527709961,0.9099367260932922
