epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
53,4.504638671875,0.8140267133712769,4.915946960449219,0.922563910484314
54,4.458601474761963,0.8087676167488098,4.790018081665039,0.8965761065483093
55,4.454819679260254,0.8088659048080444,4.901436805725098,0.9257010817527771
56,4.379354000091553,0.7981995344161987,4.7036590576171875,0.8785571455955505
57,4.474791049957275,0.8440391421318054,4.699810028076172,0.8884695172309875
58,4.380436420440674,0.805736780166626,4.801348686218262,0.919133186340332
59,4.420776844024658,0.8314828872680664,4.6618475914001465,0.8939673900604248
60,4.3628106117248535,0.8066245317459106,4.71838903427124,0.9245959520339966
61,4.420904159545898,0.8467555642127991,4.590084552764893,0.8805770874023438
62,4.3622517585754395,0.8372443318367004,4.6918230056762695,0.8960879445075989
63,4.344073295593262,0.8306782841682434,4.5845746994018555,0.8814924359321594
64,4.256240367889404,0.8035439252853394,4.570916175842285,0.8970099687576294
65,4.30403470993042,0.8337105512619019,4.666149139404297,0.9341253638267517
66,4.267421245574951,0.8152557015419006,4.635975360870361,0.9352872967720032
67,4.309545040130615,0.8282742500305176,4.570477485656738,0.9052348732948303
68,4.2605390548706055,0.8222882151603699,4.550107479095459,0.9090357422828674
69,4.204945087432861,0.8100560307502747,4.526039123535156,0.9072562456130981
70,4.138781547546387,0.7817039489746094,4.635108470916748,0.9371742606163025
71,4.141293048858643,0.8037005066871643,4.467960357666016,0.8956292867660522
72,4.163558483123779,0.801704466342926,4.4315619468688965,0.884158194065094
73,4.177443981170654,0.8139081001281738,4.52235221862793,0.9168181419372559
74,4.1375203132629395,0.814504861831665,4.553168296813965,0.9303209185600281
75,4.13718843460083,0.8139423131942749,4.4378342628479,0.8953379392623901
76,4.0674591064453125,0.7995862364768982,4.496639728546143,0.9104026556015015
77,4.053409099578857,0.7865948677062988,4.453838348388672,0.9188148975372314
78,4.1146721839904785,0.8174684047698975,4.3382415771484375,0.8803769946098328
79,4.056801795959473,0.7931715846061707,4.370314598083496,0.886974573135376
80,4.005145072937012,0.783022940158844,4.403950214385986,0.9116514325141907
81,4.087014198303223,0.8237863183021545,4.4084601402282715,0.8989508152008057
82,4.01792049407959,0.8002129793167114,4.364937782287598,0.896744966506958
83,3.945737600326538,0.7717840671539307,4.260043621063232,0.8836030960083008
84,4.038215160369873,0.8109501004219055,4.307471752166748,0.8954172730445862
85,3.9926278591156006,0.8107451796531677,4.308228969573975,0.8871549367904663
86,3.9694528579711914,0.802224338054657,4.293927192687988,0.8968656659126282
87,3.9746687412261963,0.812448263168335,4.271796226501465,0.8957247138023376
88,3.908379316329956,0.7922254800796509,4.260833740234375,0.8913417458534241
89,3.9521188735961914,0.8061873912811279,4.213629722595215,0.8789698481559753
90,3.889939308166504,0.7925314903259277,4.435389041900635,0.9639362692832947
91,3.8836922645568848,0.7861233949661255,4.289288520812988,0.903120756149292
92,3.903974771499634,0.7978157997131348,4.250147819519043,0.8930164575576782
93,3.911079168319702,0.7985081076622009,4.290700435638428,0.9130375385284424
94,3.8854973316192627,0.8044490218162537,4.245889663696289,0.9016664624214172
95,3.859518051147461,0.7983956336975098,4.297712326049805,0.911246657371521
96,3.833622455596924,0.8021057844161987,4.141931056976318,0.8740156888961792
97,3.8773534297943115,0.8193060755729675,4.169873237609863,0.8854696750640869
98,3.843156099319458,0.806390106678009,4.1651458740234375,0.8842295408248901
99,3.8375797271728516,0.8055020570755005,4.131380081176758,0.8938540816307068
100,3.815864324569702,0.8032118082046509,4.173628330230713,0.8832805156707764
101,3.788921356201172,0.7923086285591125,4.22995662689209,0.9185616970062256
102,3.794973134994507,0.7950573563575745,4.024120330810547,0.8635687232017517
103,3.743349313735962,0.7920233011245728,4.151792526245117,0.8866379857063293
104,3.752161741256714,0.7879860401153564,4.0852952003479,0.8848255276679993
105,3.754657506942749,0.802403450012207,4.119497299194336,0.8974974751472473
106,3.749887704849243,0.7952186465263367,4.062106132507324,0.8811407685279846
107,3.802513599395752,0.8254823684692383,4.000134468078613,0.8660953044891357
108,3.6973884105682373,0.7825701236724854,4.104498863220215,0.8937621116638184
109,3.664905548095703,0.7807653546333313,4.064237594604492,0.899126410484314
110,3.7024145126342773,0.8056130409240723,4.028173446655273,0.879120409488678
111,3.7182462215423584,0.810427725315094,4.08778715133667,0.9055076241493225
112,3.670836925506592,0.794809103012085,3.9633610248565674,0.8815784454345703
113,3.648134708404541,0.7964580059051514,3.9917924404144287,0.9028658270835876
114,3.699265480041504,0.8152936100959778,4.119896411895752,0.9106321930885315
115,3.663262128829956,0.805907130241394,4.008249759674072,0.8982295989990234
116,3.65268611907959,0.7968947291374207,3.9366796016693115,0.8927635550498962
117,3.586439609527588,0.7794923782348633,3.895524024963379,0.8889830708503723
118,3.666665554046631,0.8094887733459473,4.015161037445068,0.8853660225868225
119,3.607558488845825,0.7937870621681213,4.004066467285156,0.9062806963920593
120,3.603463888168335,0.8084832429885864,3.851910352706909,0.8641324043273926
121,3.5516247749328613,0.7930282354354858,3.865863561630249,0.8690127730369568
122,3.5907626152038574,0.8048830628395081,3.9107096195220947,0.8930458426475525
123,3.591320514678955,0.8046382665634155,3.8336730003356934,0.865441083908081
124,3.604757308959961,0.8122705221176147,3.838076114654541,0.8577816486358643
125,3.619495153427124,0.8158130049705505,3.952420234680176,0.9244117140769958
126,3.5684404373168945,0.8081345558166504,3.814427375793457,0.8732481002807617
127,3.5820329189300537,0.8160222172737122,3.859799861907959,0.8850165605545044
128,3.5618433952331543,0.812494158744812,3.8622961044311523,0.8791291117668152
129,3.5225682258605957,0.7940801978111267,3.892611026763916,0.9062413573265076
130,3.5239980220794678,0.7960860729217529,3.9477827548980713,0.9234861135482788
131,3.577274799346924,0.8256266713142395,3.8232531547546387,0.8790546655654907
132,3.4957165718078613,0.792809784412384,3.822329521179199,0.8875287771224976
133,3.459496021270752,0.7813616991043091,3.867236375808716,0.9110959768295288
134,3.4859418869018555,0.7996959686279297,3.856344699859619,0.9025056958198547
